UNIQUE_CARRIER:14070:<string>,ORIGIN:14070:<string>,origin_passengers:14070:<double>
AA,DEL,75245
AA,DEN,1269171
AA,DFW,28487882
AA,DGO,19427
AA,DOH,94407
AA,DRO,975
AA,DSM,297471
AA,DTW,713221
AA,DUB,226926
AA,ECP,80191
AA,EGE,124929
AA,ELP,362980
AA,EUG,89625
AA,EVV,377
AA,EWR,1034508
AA,EYW,177750
AA,EZE,324152
AA,FAT,290030
AA,FCA,60419
AA,FCO,339519
AA,FDF,18129
AA,FLL,965438
AA,FOE,125
AA,FRA,153370
AA,FSD,77677
AA,FWA,756
AA,GCM,175826
AA,GDL,146669
AA,GEG,189704
AA,GEO,125356
AA,GGG,830
AA,GGT,4471
AA,GIG,142878
AA,GJT,463
AA,GND,60509
AA,GNV,168
AA,GRB,311
AA,GRK,992
AA,GRR,330366
AA,GRU,392016
AA,GSO,143984
AA,GSP,153116
AA,GUA,259622
AA,GUC,11254
AA,GYE,112658
AA,HAV,296831
AA,HDN,21998
AA,HMO,4090
AA,HND,278729
AA,HNL,459009
AA,HOG,46887
AA,HOU,351
AA,HPN,142
AA,HSV,1549
AA,IAD,124936
AA,IAH,982150
AA,ICN,96347
AA,ICT,56087
AA,ILM,162283
AA,IND,900951
AA,JAC,116452
AA,JAX,933366
AA,JFK,3235468
AA,KEF,265
AA,KIN,113842
AA,KOA,128945
AA,LAF,359
AA,LAN,151
AA,LAS,2184084
AA,LAW,87
AA,LAX,5249116
AA,LBB,43016
AA,LCH,330
AA,LEX,103572
AA,LGA,2137544
AA,LHR,1745503
AA,LIH,125360
AA,LIM,198630
AA,LIR,210650
AA,LIS,80272
AA,LIT,87514
AA,LNK,872
AA,LRD,118
AA,LRM,1853
AA,LSE,368
AA,MAD,425928
AA,MAF,2537
AA,MBJ,530497
AA,MCI,756215
AA,MCO,2795060
AA,MDE,159263
AA,MDT,139698
AA,MDW,171
AA,MEM,530853
AA,MEX,560225
AA,MFE,246570
AA,MGA,107331
AA,MGM,497
AA,MHK,176
AA,MHT,13737
AA,MIA,15209951
AA,MID,61051
AA,MKE,329079
AA,MLB,689
AA,MLI,162
AA,MLM,41243
AA,MRY,62281
AA,MSN,253786
AA,MSO,33450
AA,MSP,628153
AA,MSY,909971
AA,MTJ,61081
AA,MTY,76518
AA,MUC,77018
AA,MVD,14440
AA,MXP,88254
AA,MYR,132886
AA,MZT,50522
AA,NAP,31519
AA,NAS,406688
AA,NCE,37684
AA,NRT,78889
AA,OAK,213
AA,OAX,58879
AA,OGG,231327
AA,OKC,371710
AA,OMA,421858
AA,ONT,535356
AA,ORD,8063117
AA,ORF,381246
AA,PAP,32662
AA,PBI,831222
AA,PDX,604737
AA,PEI,32089
AA,PGV,150
AA,PHL,7549129
AA,PHX,8435743
AA,PIB,172
AA,PIT,786358
AA,PLS,264381
AA,PNS,221184
AA,POP,99734
AA,POS,107648
AA,PSP,254152
AA,PTP,6272
AA,PTY,67981
AA,PUJ,593368
AA,PVD,291539
AA,PVG,68484
AA,PVR,360585
AA,PWM,217395
AA,QRO,136936
AA,RAP,13602
AA,RDM,14995
AA,RDU,1588307
AA,RFD,311
AA,RIC,533000
AA,RNO,324449
AA,ROC,105845
AA,ROW,179
AA,RST,172
AA,RSW,785131
AA,RTB,46377
AA,SAL,153198
AA,SAN,1497363
AA,SAP,94231
AA,SAT,1076180
AA,SAV,210643
AA,SBA,103735
AA,SBN,175
AA,SBP,87888
AA,SCL,111692
AA,SCU,23765
AA,SDF,284718
AA,SDQ,270332
AA,SEA,936901
AA,SFO,1654179
AA,SGF,162
AA,SHV,2206
AA,SJC,203356
AA,SJD,558545
AA,SJO,316692
AA,SJU,678829
AA,SKB,69806
AA,SLC,609762
AA,SLP,63410
AA,SMF,547950
AA,SNA,906398
AA,SNN,168
AA,SNU,52025
AA,SPS,2299
AA,SRQ,301797
AA,STI,98963
AA,STL,813653
AA,STS,19226
AA,STT,269760
AA,STX,114766
AA,SVD,28674
AA,SWF,369
AA,SXM,159522
AA,SYD,89991
AA,SYR,215676
AA,TCL,177
AA,TER,254
AA,TLH,157
AA,TPA,1799054
AA,TQO,106045
AA,TUL,302650
AA,TUP,175
AA,TUS,484014
AA,TVC,13040
AA,TYS,202037
AA,UIO,90781
AA,UVF,132948
AA,VCE,72057
AA,VPS,237994
AA,VRA,27237
AA,XNA,136731
AA,XPL,109910
AA,YHZ,17335
AA,YUL,70618
AA,YVR,182029
AA,YYC,122303
AA,YYR,264
AA,YYT,285
AA,YYZ,197434
AA,ZIH,7391
AA,ZRH,65292
ABX,AFW,0
ABX,ATL,0
ABX,AUS,0
ABX,BDL,0
ABX,BNA,0
ABX,BOG,0
ABX,BOS,0
ABX,BRU,0
ABX,BWI,0
ABX,CID,0
ABX,CVG,0
ABX,DEN,0
ABX,DFW,0
ABX,DTW,0
ABX,ELP,0
ABX,EMA,0
ABX,EWR,0
ABX,GDL,0
ABX,GSO,0
ABX,HRL,0
ABX,IAH,0
ABX,ILN,0
ABX,IND,0
ABX,JFK,0
ABX,LAL,0
ABX,LAX,0
ABX,LBB,0
ABX,LEJ,0
ABX,LRD,0
ABX,MCI,0
ABX,MCN,0
ABX,MCO,0
ABX,MEM,0
ABX,MHT,0
ABX,MIA,0
ABX,MKE,0
ABX,MSP,0
ABX,MSY,0
ABX,OKC,0
ABX,OMA,0
ABX,ONT,0
ABX,ORD,0
ABX,PDX,0
ABX,PHL,0
ABX,PHX,0
ABX,PTY,0
ABX,RFD,0
ABX,RIC,0
ABX,ROC,0
ABX,SAN,0
ABX,SAT,0
ABX,SBD,0
ABX,SCK,0
ABX,SDF,0
ABX,SEA,0
ABX,SFO,0
ABX,SJO,0
ABX,SJU,0
ABX,SLC,0
ABX,STL,0
ABX,TPA,0
ABX,TUL,0
ABX,YHM,0
ABX,YMX,0
AC,AFW,0
AC,ANC,14811
AC,ATL,21807
AC,AUS,30618
AC,BED,981
AC,BFI,1554
AC,BKL,60
AC,BNA,40555
AC,BOG,0
AC,BOI,122
AC,BOS,145455
AC,BUF,1742
AC,BWI,107
AC,CMH,773
AC,CPS,520
AC,CUN,144
AC,DAL,2418
AC,DEN,163764
AC,DFW,89781
AC,DTW,979
AC,EWR,158478
AC,FAI,288
AC,FLL,194278
AC,FRG,226
AC,GDL,0
AC,GFK,76
AC,HKG,281
AC,HNL,92509
AC,IAD,28344
AC,IAH,166603
AC,ICN,288
AC,JFK,241
AC,KOA,13153
AC,LAS,192214
AC,LAX,661303
AC,LCK,0
AC,LGA,124769
AC,LGB,332
AC,LIM,0
AC,LRD,79
AC,MCI,461
AC,MCO,59883
AC,MDW,797
AC,MEX,258
AC,MIA,114049
AC,MKC,65
AC,MKE,60
AC,MSP,1197
AC,MSY,2068
AC,NAS,384
AC,NLU,0
AC,OAK,129
AC,OGG,26606
AC,ORD,213696
AC,PAE,99
AC,PBI,32698
AC,PDX,2299
AC,PHL,926
AC,PHX,90396
AC,PIE,124
AC,PIT,849
AC,PSP,26225
AC,PVR,157
AC,RDU,587
AC,RIC,70
AC,ROA,70
AC,RSW,1550
AC,SAN,82994
AC,SCL,0
AC,SEA,76931
AC,SFO,409538
AC,SJC,865
AC,SJO,162
AC,SJU,96
AC,SLC,8071
AC,SMF,9187
AC,SNA,51668
AC,SRQ,452
AC,TPA,2790
AC,TUL,24
AC,TYS,0
AC,UIO,0
AC,YEG,1402
AC,YHU,247
AC,YHZ,70
AC,YMX,0
AC,YOW,1386
AC,YUL,600542
AC,YVR,986185
AC,YWG,1440
AC,YYC,43439
AC,YYZ,1651323
AC,ZIH,42
AD,BEL,37632
AD,CNF,31605
AD,CUR,1437
AD,FLL,160742
AD,MAO,8819
AD,MCO,134821
AD,REC,37795
AD,VCP,184078
ADB,AFW,0
ADB,ANC,0
ADB,ATL,0
ADB,BFS,0
ADB,BGR,0
ADB,BWI,0
ADB,COS,0
ADB,DFW,0
ADB,DOV,0
ADB,ELP,0
ADB,FAI,0
ADB,IAD,0
ADB,IAH,0
ADB,ICN,0
ADB,ISO,0
ADB,KEF,0
ADB,LAX,0
ADB,LCK,0
ADB,LEJ,0
ADB,MCO,0
ADB,MDT,0
ADB,MLB,0
ADB,MUC,0
ADB,NGO,0
ADB,NUQ,0
ADB,PDX,0
ADB,PSM,0
ADB,PUJ,0
ADB,PVD,0
ADB,RIC,0
ADB,RZE,0
ADB,SJU,0
ADB,SNN,0
ADB,STR,0
ADB,TUS,0
ADB,VIT,0
ADB,YMX,0
ADB,YWG,0
ADB,YYR,0
AF,AMS,0
AF,ANC,264
AF,ATL,222335
AF,BDL,775
AF,BES,270
AF,BGR,373
AF,BOS,148188
AF,CDG,2185641
AF,DEN,31434
AF,DFW,65027
AF,DTW,77988
AF,DUB,263
AF,EWR,91223
AF,HND,264
AF,IAD,150991
AF,IAH,83814
AF,IND,487
AF,JFK,499549
AF,LAS,1257
AF,LAX,356806
AF,MIA,184957
AF,MSP,28942
AF,NAS,263
AF,NCE,728
AF,ORD,90161
AF,PHL,267
AF,PHX,22596
AF,PPT,62764
AF,PTP,16359
AF,RDU,63160
AF,SAN,903
AF,SAT,258
AF,SEA,55763
AF,SFO,122839
AF,SNN,197
AF,YFB,275
AF,YHZ,323
AF,YUL,430
AF,YYT,274
AF,YYZ,0
AI,BLR,39592
AI,BOM,190918
AI,DEL,454299
AI,EWR,103950
AI,IAD,56568
AI,JFK,191199
AI,KEF,0
AI,ORD,103942
AI,SFO,216868
ALQ,ANU,0
ALQ,BTS,3
ALQ,DUB,6
ALQ,EWR,7
ALQ,MIA,10
ALQ,OPF,5
ALQ,PBI,0
ALQ,SNN,4
AM,ATL,164
AM,AUS,18388
AM,BOS,39006
AM,BWI,76
AM,CUN,1557
AM,DEN,68180
AM,DFW,9421
AM,EWR,9615
AM,FAT,36734
AM,GDL,253525
AM,IAD,24938
AM,IAH,78404
AM,JFK,224567
AM,LAS,74033
AM,LAX,312028
AM,LRD,164
AM,MCO,174322
AM,MEX,1510433
AM,MIA,199260
AM,MTY,6676
AM,MZT,150
AM,ORD,179836
AM,PDX,137
AM,SAT,17563
AM,SEA,61900
AM,SFO,162193
AM,SLC,53370
AM,SMF,43112
AM,STL,139
AM,TIJ,187
AM,TPA,8412
AM,ZLO,108
AMQ,ABE,0
AMQ,ADS,0
AMQ,AFW,0
AMQ,ALB,34
AMQ,BFI,0
AMQ,BGR,0
AMQ,BIL,0
AMQ,BMI,0
AMQ,BRO,0
AMQ,BTV,44
AMQ,BUF,0
AMQ,BWI,33
AMQ,CGI,0
AMQ,CHS,0
AMQ,CKV,0
AMQ,CLL,36
AMQ,CLU,0
AMQ,CMH,0
AMQ,CNO,0
AMQ,COS,0
AMQ,CPR,0
AMQ,CVG,0
AMQ,DAL,51
AMQ,DAY,0
AMQ,DCU,0
AMQ,DEN,34
AMQ,DLH,0
AMQ,DRT,0
AMQ,DTO,0
AMQ,DTW,0
AMQ,ELP,50
AMQ,EVV,0
AMQ,FLL,32
AMQ,FLO,0
AMQ,FTW,49
AMQ,FWA,0
AMQ,GDC,0
AMQ,GDL,0
AMQ,GRR,0
AMQ,GSO,0
AMQ,GSP,32
AMQ,GYY,0
AMQ,HIO,0
AMQ,HOU,0
AMQ,HRL,0
AMQ,HUF,0
AMQ,IAG,0
AMQ,IAH,0
AMQ,ICT,0
AMQ,IDA,49
AMQ,IN6,0
AMQ,IND,32
AMQ,JAC,49
AMQ,JZT,0
AMQ,LGB,118
AMQ,LGC,0
AMQ,LIT,31
AMQ,LNK,0
AMQ,LNS,0
AMQ,LRD,0
AMQ,LYH,0
AMQ,MCI,0
AMQ,MCO,0
AMQ,MDT,32
AMQ,MEM,0
AMQ,MFE,0
AMQ,MGM,0
AMQ,MGW,36
AMQ,MIA,50
AMQ,MKC,0
AMQ,MKE,118
AMQ,MLI,0
AMQ,MQY,0
AMQ,MRC,0
AMQ,MSP,0
AMQ,MSY,32
AMQ,MTY,0
AMQ,MWA,0
AMQ,NYL,0
AMQ,OAK,0
AMQ,OGD,0
AMQ,OMA,34
AMQ,OPF,0
AMQ,ORD,59
AMQ,PAE,0
AMQ,PBI,0
AMQ,PHL,0
AMQ,PHX,44
AMQ,PSK,0
AMQ,PSP,43
AMQ,PTK,0
AMQ,PVD,0
AMQ,QQY,0
AMQ,QRO,0
AMQ,RAC,0
AMQ,RFD,0
AMQ,RME,0
AMQ,ROC,0
AMQ,ROW,0
AMQ,RWI,0
AMQ,SAT,0
AMQ,SDF,93
AMQ,SDM,0
AMQ,SEA,0
AMQ,SLC,0
AMQ,SLP,0
AMQ,SLW,0
AMQ,SPI,0
AMQ,SUS,0
AMQ,SVH,0
AMQ,T8X,0
AMQ,TCL,0
AMQ,TEB,0
AMQ,TOL,0
AMQ,TUL,0
AMQ,TUP,0
AMQ,TUS,0
AMQ,TYS,0
AMQ,YHM,0
AMQ,YIP,33
AMQ,YMX,0
AMQ,YUL,0
AMQ,YXU,0
AMQ,YYT,0
AN,2NJ,2
AN,4CL,25
AN,5CA,7
AN,ABQ,8535
AN,ACK,6
AN,ACV,15
AN,APC,24
AN,AUS,9
AN,AVW,1
AN,AXX,47
AN,AZ3,13
AN,BAM,56
AN,BFI,247
AN,BGT,30
AN,BIH,256
AN,BJC,141
AN,BNA,16
AN,BQK,2
AN,BUR,8
AN,BXK,28
AN,BZN,4
AN,C01,11
AN,CCR,5
AN,CEC,6845
AN,CFT,68
AN,CGZ,2
AN,CLD,1968
AN,CNM,4067
AN,COS,28
AN,CXL,40
AN,DAG,6
AN,DAL,2
AN,DMN,5
AN,DVT,83
AN,EGE,6
AN,ELP,2
AN,EUG,60
AN,FAT,44
AN,FNL,2
AN,FSD,2
AN,FTY,5
AN,FVG,2
AN,FXE,7
AN,GUC,7
AN,GUP,2617
AN,HHR,6278
AN,HII,4
AN,HIO,2
AN,HNL,6
AN,HOU,1
AN,HSH,19
AN,HYA,7
AN,IAD,5
AN,IGM,12
AN,IN6,8
AN,JAC,17
AN,KOA,3
AN,LAR,50
AN,LAS,2156
AN,LAX,379
AN,LBL,2
AN,LGB,119
AN,LGU,25
AN,LMT,28
AN,LRU,1885
AN,LUK,9
AN,MCE,4839
AN,MDW,10
AN,MFR,67
AN,MGM,7
AN,MHR,7
AN,MHV,8
AN,MIA,1
AN,MKC,2
AN,MMH,3536
AN,MQY,5
AN,MRF,2
AN,MRY,67
AN,MSO,7
AN,MSP,9
AN,MYF,5
AN,NUQ,4
AN,NV6,5
AN,OAK,5461
AN,OGD,8
AN,ONT,14
AN,OPF,6
AN,OR4,1
AN,OTH,8
AN,OXR,12
AN,PAO,2
AN,PDK,18
AN,PDX,7
AN,PGA,12
AN,PHF,4
AN,PHL,3
AN,PHX,5990
AN,PRB,5
AN,PSP,14
AN,PUW,109
AN,PVR,6
AN,PVU,32
AN,PWK,8
AN,QAJ,8
AN,RBK,2
AN,RBL,3
AN,RDM,7
AN,RDU,8
AN,RIL,7
AN,RNO,34
AN,ROW,4
AN,SAD,39
AN,SAF,14
AN,SAN,131
AN,SAT,23
AN,SBA,24
AN,SBP,5
AN,SCF,23
AN,SCK,8
AN,SDF,6
AN,SDM,11
AN,SEE,71
AN,SFO,28
AN,SGU,15
AN,SJC,98
AN,SJD,16
AN,SLC,199
AN,SMO,5
AN,SNA,64
AN,SNS,2
AN,SSI,1
AN,STS,27
AN,SUN,17
AN,SUS,6
AN,SVC,6915
AN,TEB,5
AN,TIX,3
AN,TKF,5
AN,TN8,6
AN,TOA,4
AN,TRM,62
AN,TUS,73
AN,UDD,13
AN,UIN,10
AN,UT1,19
AN,VCV,45
AN,VNY,163
AN,VWD,1
AN,WJF,1
AN,XNA,9
AN,ZLO,2
AOQ,AMS,3
AOQ,ANC,4
AOQ,ARN,16
AOQ,AUS,8
AOQ,AXA,9
AOQ,BCN,15
AOQ,BCT,3
AOQ,BDA,2
AOQ,BED,3
AOQ,BER,2
AOQ,BGO,2
AOQ,BGR,5
AOQ,BIO,9
AOQ,BLQ,3
AOQ,BOS,9
AOQ,BRI,5
AOQ,BTS,2
AOQ,BUD,10
AOQ,BWI,7
AOQ,BZZ,6
AOQ,CAI,1
AOQ,CH1,5
AOQ,CHS,13
AOQ,CIA,2
AOQ,CKY,1
AOQ,CLT,3
AOQ,CPR,5
AOQ,CTA,3
AOQ,CUR,4
AOQ,DAL,8
AOQ,DPA,5
AOQ,DTW,1
AOQ,DUB,7
AOQ,FAB,12
AOQ,FAR,11
AOQ,FLL,40
AOQ,FOK,5
AOQ,FRG,4
AOQ,FTW,14
AOQ,FXE,25
AOQ,GCM,10
AOQ,GOA,2
AOQ,GOT,2
AOQ,GSP,4
AOQ,GUF,5
AOQ,GVA,15
AOQ,HKG,4
AOQ,HPN,7
AOQ,IAD,29
AOQ,IAH,7
AOQ,IBZ,1
AOQ,ILM,6
AOQ,INL,2
AOQ,ISP,3
AOQ,JAX,8
AOQ,JTR,3
AOQ,KEF,14
AOQ,KGS,2
AOQ,LAS,9
AOQ,LAX,11
AOQ,LBG,19
AOQ,LIN,1
AOQ,LIS,4
AOQ,LTN,49
AOQ,MAD,16
AOQ,MAN,2
AOQ,MCO,10
AOQ,MDW,13
AOQ,MIA,30
AOQ,MMU,7
AOQ,MSY,1
AOQ,NAP,7
AOQ,NCE,51
AOQ,NUE,2
AOQ,OLB,11
AOQ,OPF,40
AOQ,OPO,3
AOQ,ORK,2
AOQ,ORL,8
AOQ,PBI,9
AOQ,PDK,8
AOQ,PEG,2
AOQ,PGO,2
AOQ,PHX,10
AOQ,PLS,14
AOQ,PMI,15
AOQ,PMO,3
AOQ,PNS,2
AOQ,PRG,3
AOQ,PSA,24
AOQ,RLG,3
AOQ,RTM,7
AOQ,SAN,6
AOQ,SAV,6
AOQ,SCQ,13
AOQ,SDF,13
AOQ,SJU,6
AOQ,SRQ,5
AOQ,SXM,5
AOQ,TEB,120
AOQ,TLL,10
AOQ,TRS,5
AOQ,TTN,6
AOQ,TUL,2
AOQ,TUN,2
AOQ,VIE,7
AOQ,VNY,1
AOQ,VRN,7
AOQ,WAW,4
AOQ,ZRH,15
AQB,ARN,1
AQB,FLL,4
AQB,LAX,2
AQB,PVD,1
AQB,SFO,2
AQB,SXM,2
AQB,TEB,2
AQB,YFB,2
AQX,BCT,1
AQX,BER,10
AQX,FMO,11
AQX,GOA,2
AQX,IBZ,7
AQX,IST,2
AQX,LAS,8
AQX,LIN,4
AQX,MCI,4
AQX,NAP,8
AQX,SJC,3
AQX,SOF,3
AQX,TEB,7
AQX,ZAZ,3
AR,EZE,147907
AR,JFK,17064
AR,MIA,132937
ARQ,CDG,84
ARQ,CTG,80
ARQ,EWR,84
ARQ,FLL,47
ARQ,IAD,89
ARQ,LGG,88
ARQ,MLI,73
ARQ,PHX,69
ARQ,RDU,77
ARQ,STN,49
AS,ABQ,61446
AS,ADK,2160
AS,ADQ,78603
AS,AKN,12082
AS,ANC,1707693
AS,ATL,202464
AS,AUS,382495
AS,BDL,108
AS,BET,77226
AS,BFI,1775
AS,BIL,606
AS,BJC,0
AS,BLI,98
AS,BMG,0
AS,BNA,177495
AS,BOI,81565
AS,BOS,388135
AS,BRO,1046
AS,BRW,32800
AS,BUF,164
AS,BUR,295266
AS,BWI,88440
AS,BZE,41830
AS,BZN,78622
AS,CDV,32364
AS,CHS,50701
AS,CID,128
AS,CLE,70102
AS,CMH,69262
AS,COS,441
AS,CUN,178169
AS,CVG,45608
AS,DAL,48636
AS,DCA,250236
AS,DEN,324553
AS,DFW,349818
AS,DLG,7538
AS,DTW,77649
AS,ELP,163
AS,ENA,66
AS,EUG,34701
AS,EWR,495418
AS,FAI,321270
AS,FAT,52503
AS,FLL,139158
AS,FNL,0
AS,GDL,126082
AS,GEG,306378
AS,GJT,167
AS,GSO,159
AS,GST,5617
AS,GUA,44014
AS,HNL,673082
AS,HOU,151
AS,IAD,307076
AS,IAH,127404
AS,IND,80194
AS,JAC,4934
AS,JFK,552450
AS,JNU,410436
AS,KOA,296205
AS,KTN,216655
AS,LAF,129
AS,LAN,147
AS,LAR,133
AS,LAS,745782
AS,LAX,1975685
AS,LGB,73
AS,LIH,152764
AS,LIR,82180
AS,LTO,24194
AS,LWS,0
AS,MCI,113311
AS,MCO,391684
AS,MDT,176
AS,MIA,78148
AS,MKE,69745
AS,MSN,136
AS,MSO,30251
AS,MSP,149549
AS,MSY,98648
AS,MZT,32391
AS,NAS,15383
AS,OAK,91209
AS,OGG,300643
AS,OKC,49932
AS,OMA,67361
AS,OME,27549
AS,ONT,198430
AS,ORD,476831
AS,OTZ,18567
AS,PAE,146324
AS,PDX,2338632
AS,PHL,96935
AS,PHX,729416
AS,PIT,69314
AS,PSC,41071
AS,PSG,55045
AS,PSP,196461
AS,PUW,385
AS,PVD,133
AS,PVR,270129
AS,PVU,697
AS,RAP,133
AS,RDB,12597
AS,RDM,56827
AS,RDU,79881
AS,RNO,71830
AS,RSW,23851
AS,SAN,1546173
AS,SAT,89604
AS,SBA,37151
AS,SBP,7864
AS,SCC,90409
AS,SCE,0
AS,SEA,11212342
AS,SFO,1764204
AS,SIT,120553
AS,SJC,490398
AS,SJD,373902
AS,SJO,44028
AS,SLC,171694
AS,SMF,150726
AS,SNA,543056
AS,STL,113445
AS,STS,36789
AS,SWO,156
AS,TCM,121
AS,TPA,162214
AS,TUS,79548
AS,UNK,0
AS,WRG,57466
AS,YAK,24653
AS,YIP,129
AS,YKM,272
AS,YVR,38547
AS,YYC,0
AS,YYZ,34735
AS,ZIH,40364
AS,ZLO,15627
AT,CMN,198180
AT,IAD,45406
AT,JFK,102824
AT,MIA,31587
ATQ,ACK,4
ATQ,AGP,3
ATQ,BOS,4
ATQ,CIA,11
ATQ,DSS,3
ATQ,FAB,6
ATQ,FLL,8
ATQ,FOK,2
ATQ,GOA,6
ATQ,KLU,2
ATQ,MAH,10
ATQ,NAP,6
ATQ,PBI,2
ATQ,PLS,2
ATQ,PVD,9
ATQ,TEB,6
ATQ,TFS,5
ATQ,TTN,3
ATQ,VIE,3
AV,BAQ,22385
AV,BOG,759880
AV,BOS,32096
AV,CLO,30734
AV,CTG,29927
AV,FLL,35606
AV,IAD,90731
AV,JFK,273128
AV,LAX,2674
AV,MCO,125480
AV,MDE,220488
AV,MIA,394289
AV,ORD,9492
AV,PEI,9675
AV,SAL,10536
AV,SJU,98100
AY,ANC,305
AY,ARN,3235
AY,DFW,51422
AY,HEL,206942
AY,JFK,76562
AY,LAX,28491
AY,MIA,10018
AY,ORD,20860
AY,SEA,8085
AZ,BOS,46684
AZ,EWR,92
AZ,FCO,548029
AZ,IAD,34355
AZ,JFK,226249
AZ,LAX,66082
AZ,MCO,0
AZ,MIA,94999
AZ,MXP,1121
AZ,ORD,33454
AZ,SFO,36537
AZ,YQX,0
B0,EWR,38764
B0,MXP,14962
B0,NCE,2013
B0,ORY,21771
B0,SXM,71
B6,ABQ,39157
B6,ACK,70367
B6,ACY,387
B6,ALB,106879
B6,AMS,71365
B6,ANU,28524
B6,ATL,346433
B6,AUA,348541
B6,AUS,96856
B6,AVL,8703
B6,AVP,135
B6,BAQ,617
B6,BDA,50006
B6,BDL,474143
B6,BED,1167
B6,BFI,180
B6,BGI,101602
B6,BIL,106
B6,BNA,146654
B6,BOG,19101
B6,BON,1545
B6,BOS,5306354
B6,BQN,220468
B6,BTR,338
B6,BTV,507
B6,BUF,378594
B6,BUR,34294
B6,BWI,15286
B6,BZE,17542
B6,BZN,16568
B6,CAE,295
B6,CDG,90781
B6,CHO,194
B6,CHS,189608
B6,CLE,67979
B6,CLT,43040
B6,COS,155
B6,COU,194
B6,CTG,51840
B6,CUN,555128
B6,CUR,48260
B6,DAB,467
B6,DAL,197
B6,DCA,859205
B6,DEN,160465
B6,DFW,42091
B6,DTW,94727
B6,DUB,50874
B6,EDI,15469
B6,ELP,150
B6,EWR,1058075
B6,EYW,15525
B6,FLL,3323871
B6,GCM,39914
B6,GEO,64691
B6,GND,70559
B6,GNV,197
B6,GSO,820
B6,GSP,159
B6,GUA,53505
B6,GYE,100924
B6,HDN,5972
B6,HLN,148
B6,HOU,90
B6,HPN,639467
B6,HYA,5853
B6,IAD,1481
B6,IAH,92988
B6,ILG,50
B6,IND,89
B6,ISP,21419
B6,JAX,204892
B6,JFK,7488029
B6,KIN,273508
B6,LAN,97
B6,LAS,412604
B6,LAX,1310927
B6,LGA,1099350
B6,LGW,63074
B6,LHR,121920
B6,LIM,20636
B6,LIR,56276
B6,MBJ,397167
B6,MCI,15201
B6,MCO,2733686
B6,MDE,52806
B6,MDW,49
B6,MEM,145
B6,MHT,408
B6,MIA,241949
B6,MKE,54685
B6,MSP,29411
B6,MSY,153746
B6,MVY,31973
B6,MYR,140
B6,NAS,287637
B6,OKC,348
B6,OMA,354
B6,ONT,45526
B6,ORD,119326
B6,ORF,628
B6,ORH,94637
B6,PAP,41524
B6,PBI,1098887
B6,PDX,27717
B6,PHL,81206
B6,PHX,131188
B6,PIA,85
B6,PIT,96124
B6,PLS,91238
B6,POP,77687
B6,POS,77219
B6,PQI,6776
B6,PSE,88868
B6,PSP,8383
B6,PTP,6773
B6,PTY,128
B6,PUJ,550731
B6,PVD,205712
B6,PVR,34525
B6,PWM,36516
B6,RDU,343812
B6,RIC,193139
B6,RNO,26381
B6,ROA,194
B6,ROC,75989
B6,RSW,486084
B6,SAN,252318
B6,SAT,63764
B6,SAV,105806
B6,SDQ,672964
B6,SEA,97978
B6,SFO,594931
B6,SJC,19801
B6,SJD,91588
B6,SJO,158983
B6,SJU,1654711
B6,SKB,17453
B6,SLC,194953
B6,SLN,143
B6,SMF,60278
B6,SNN,108
B6,SRQ,91609
B6,STC,97
B6,STI,539153
B6,STT,66939
B6,STX,1083
B6,SVD,2818
B6,SWF,154
B6,SXM,83573
B6,SYR,137991
B6,TLH,31000
B6,TOL,160
B6,TPA,760579
B6,TQO,21262
B6,TUP,982
B6,TUS,122
B6,UIO,20666
B6,UVF,70366
B6,XNA,197
B6,YIP,180
B6,YVR,57568
BA,ATL,68551
BA,AUS,100299
BA,BNA,75791
BA,BOS,246826
BA,BWI,62272
BA,CUN,332
BA,CVG,39680
BA,DEN,95315
BA,DFW,118750
BA,EWR,163103
BA,IAD,178540
BA,IAH,120786
BA,JFK,687441
BA,KEF,459
BA,LAS,147728
BA,LAX,292225
BA,LGW,342987
BA,LHR,3437315
BA,MCO,161893
BA,MIA,213921
BA,MSY,44092
BA,ORD,180704
BA,PDX,53381
BA,PHL,98601
BA,PHX,104010
BA,PIT,46201
BA,SAN,125435
BA,SEA,131947
BA,SFO,218181
BA,SNN,512
BA,TPA,75353
BAS,2AK,6
BAS,LPW,4
BAS,PTD,121
BAS,PTL,31
BAS,SIT,128
BCQ,ANC,822
BCQ,BFI,138
BCQ,GTF,0
BCQ,IAH,246
BCQ,MSP,0
BCQ,MZJ,0
BCQ,SEA,0
BCQ,YEG,265
BCQ,YQR,89
BCQ,YQU,242
BCQ,YXT,179
BCQ,YZF,463
BF,CDG,601
BF,EWR,142167
BF,LAX,48996
BF,MIA,54063
BF,ORY,324527
BF,PPT,47543
BF,SFO,77309
BQJ,BNE,1
BQJ,BTV,2
BQJ,FUN,10
BQJ,GUM,10
BQJ,HNL,17
BQJ,MCY,3
BQJ,RST,2
BQJ,TEB,2
BQJ,YVR,2
BQJ,ZQN,2
BR,ANC,0
BR,ATL,0
BR,DFW,0
BR,IAH,104880
BR,JFK,103490
BR,LAX,296657
BR,ORD,111181
BR,SEA,134885
BR,SFO,298181
BR,TPE,1091204
BW,BGI,319
BW,EIS,990
BW,FLL,28884
BW,GEO,47676
BW,GND,309
BW,JFK,153387
BW,KIN,21325
BW,MCO,21633
BW,MIA,47348
BW,POS,165348
BW,SJU,3039
BW,SVD,11139
BW,TAB,5444
